memory_percent,rss,vms,bytes_sent,bytes_recv,packets_sent,packets_recv,errin,errout,dropout,read_count,write_count,read_bytes,write_bytes,cpu_percent,num_fds,num_ctx_switchesVoluntary,num_ctx_switchesInvoluntary
0.33404224634016044,26943488,448614400,5331034,8055213,29613,30144,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5331034,8055267,29613,30145,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5331727,8055634,29615,30146,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5333277,8061487,29628,30158,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5334194,8062486,29633,30162,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5334828,8062594,29635,30163,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5335480,8063028,29637,30164,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5335574,8063136,29638,30165,0,0,0,632,1216,0,184320,0.0,11,1613,229
0.33404224634016044,26943488,448614400,5335574,8063136,29638,30165,0,0,0,632,1216,0,184320,0.0,11,1615,229
0.33404224634016044,26943488,448614400,5336645,8063939,29646,30172,0,0,0,632,1216,0,184320,0.0,11,1615,229
0.33404224634016044,26943488,448614400,5336751,8064306,29647,30173,0,0,0,632,1216,0,184320,0.0,11,1617,230
0.33404224634016044,26943488,448614400,5336751,8064306,29647,30173,0,0,0,632,1216,0,184320,0.0,11,1617,230
0.33404224634016044,26943488,448614400,5337514,8064673,29650,30174,0,0,0,632,1216,0,184320,0.0,11,1617,230
0.33404224634016044,26943488,448614400,5337514,8064673,29650,30174,0,0,0,632,1216,0,184320,0.0,11,1619,230
0.33404224634016044,26943488,448614400,5337514,8064673,29650,30174,0,0,0,632,1216,0,184320,0.0,11,1619,230
0.33404224634016044,26943488,448614400,5337620,8065040,29651,30175,0,0,0,632,1216,0,184320,0.0,11,1621,232
0.33404224634016044,26943488,448614400,5338161,8065304,29652,30176,0,0,0,632,1216,0,184320,0.0,11,1621,232
0.33404224634016044,26943488,448614400,5339671,8066791,29667,30191,0,0,0,632,1216,0,184320,0.0,11,1621,232
0.33404224634016044,26943488,448614400,5339765,8066791,29668,30191,0,0,0,632,1216,0,184320,0.0,11,1623,233
0.33404224634016044,26943488,448614400,5339765,8066791,29668,30191,0,0,0,632,1216,0,184320,0.0,11,1623,233
0.33404224634016044,26943488,448614400,5340821,8067847,29676,30199,0,0,0,632,1216,0,184320,0.0,11,1625,233
0.33404224634016044,26943488,448614400,5340821,8067847,29676,30199,0,0,0,632,1216,0,184320,0.0,11,1625,233
0.33404224634016044,26943488,448614400,5340821,8067847,29676,30199,0,0,0,632,1216,0,184320,0.0,11,1625,233
0.33404224634016044,26943488,448614400,5340821,8067847,29676,30199,0,0,0,632,1216,0,184320,0.0,11,1625,233
0.33404224634016044,26943488,448614400,5340821,8067847,29676,30199,0,0,0,632,1216,0,184320,0.0,11,1627,233
0.33404224634016044,26943488,448614400,5340821,8067847,29676,30199,0,0,0,632,1216,0,184320,0.0,11,1627,233
0.33404224634016044,26943488,448614400,5356826,8083852,29778,30301,0,0,0,632,1216,0,184320,0.0,11,1627,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357014,8084040,29781,30304,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084137,29782,30305,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5357143,8084203,29782,30306,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5358199,8085259,29790,30314,0,0,0,632,1216,0,184320,0.0,11,1629,233
0.33404224634016044,26943488,448614400,5358199,8085259,29790,30314,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5358199,8085259,29790,30314,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5358928,8085758,29793,30316,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5360037,8086523,29797,30319,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5360672,8086685,29799,30321,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5361307,8086987,29801,30322,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363338,8093158,29816,30336,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363338,8093158,29816,30336,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363338,8093158,29816,30336,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363338,8093158,29816,30336,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363432,8093548,29817,30337,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363432,8093548,29817,30337,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363432,8093548,29817,30337,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5363868,8093984,29823,30343,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364056,8094172,29826,30346,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364785,8094999,29829,30348,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364785,8094999,29829,30348,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364785,8094999,29829,30348,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364785,8094999,29829,30348,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364785,8094999,29829,30348,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5364785,8094999,29829,30348,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5365479,8095107,29831,30349,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5365479,8095107,29831,30349,0,0,0,632,1216,0,184320,0.0,11,1630,233
0.33404224634016044,26943488,448614400,5366483,8096111,29838,30356,0,0,0,632,1216,0,184320,0.0,11,1630,233
2.9740322524949065,239882240,3438108672,6518418,69734508,44042,61243,0,0,0,51579,119,0,20480,0.0,47,21,11
